date,tic,open,high,low,close,volume
2017-08-17,CSI300,3707.0668,3722.6239,3704.4126,3721.277,10865625100.0
2017-08-18,CSI300,3707.1891,3733.4914,3700.4112,3724.6748,9656170500.0
2017-08-21,CSI300,3731.8399,3744.2631,3728.6157,3740.9941,10031307300.0
2017-08-22,CSI300,3745.7543,3758.2924,3734.5556,3752.298,10029285600.0
2017-08-23,CSI300,3747.6108,3772.4568,3741.7204,3756.0884,10496157300.0
2017-08-24,CSI300,3755.8902,3765.7082,3729.0876,3734.6458,8994737200.0
2017-08-25,CSI300,3736.2916,3795.9693,3736.2916,3795.7544,12994090000.0
2017-08-28,CSI300,3805.6567,3866.9422,3805.6567,3842.7119,18557632500.0
2017-08-29,CSI300,3839.1779,3847.9303,3825.7597,3834.5376,12822707000.0
2017-08-30,CSI300,3834.2682,3854.7062,3827.8607,3834.3005,14135285700.0
2017-08-31,CSI300,3835.8394,3840.199,3800.8861,3822.0928,13294493500.0
2017-09-01,CSI300,3825.3392,3843.6176,3818.1586,3830.5383,15864551100.0
2017-09-04,CSI300,3828.5447,3847.0906,3813.5537,3845.6163,14956632000.0
2017-09-05,CSI300,3845.5451,3865.2938,3841.9514,3857.0464,12496415500.0
2017-09-06,CSI300,3846.7471,3858.2481,3831.3835,3849.4499,13139872300.0
2017-09-07,CSI300,3851.688,3858.1617,3828.835,3829.8713,12388418100.0
2017-09-08,CSI300,3830.0707,3843.0186,3813.9833,3825.9895,10603650400.0
2017-09-11,CSI300,3828.3422,3850.7409,3817.5108,3825.6453,12388399700.0
2017-09-12,CSI300,3832.2422,3849.3885,3822.0037,3837.9341,14419024200.0
2017-09-13,CSI300,3835.5493,3847.7841,3822.9441,3842.6061,9541078500.0
2017-09-14,CSI300,3843.572,3854.4931,3820.0876,3829.9554,11535858300.0
2017-09-15,CSI300,3826.1448,3843.297,3818.5234,3831.2965,12242700600.0
2017-09-18,CSI300,3832.9626,3862.3589,3832.9626,3843.1428,11793440500.0
2017-09-19,CSI300,3849.8794,3857.303,3820.2885,3832.1161,11243298700.0
2017-09-20,CSI300,3830.1549,3850.9426,3827.8858,3842.4353,10112954200.0
2017-09-21,CSI300,3843.2577,3860.7977,3837.384,3837.8176,11109819200.0
2017-09-22,CSI300,3826.4589,3842.252,3816.8225,3837.7304,10061980200.0
2017-09-25,CSI300,3829.219,3835.3894,3811.1192,3817.7915,10394897600.0
2017-09-26,CSI300,3810.3333,3821.6928,3808.3827,3820.7816,8186940700.0
2017-09-27,CSI300,3818.9646,3832.566,3818.8147,3821.2,8565581100.0
2017-09-28,CSI300,3821.5904,3827.3308,3813.7532,3822.5386,9354406900.0
2017-09-29,CSI300,3825.2021,3852.2236,3825.2021,3836.5013,9330602800.0
2017-10-09,CSI300,3910.1149,3918.8391,3876.0322,3882.2076,13553585100.0
2017-10-10,CSI300,3883.0037,3900.7418,3855.4666,3889.8637,11253258600.0
2017-10-11,CSI300,3886.8184,3913.0695,3885.4970000000003,3902.6868,10441815100.0
2017-10-12,CSI300,3902.0156,3917.4435,3897.5472,3912.9536,9434092100.0
2017-10-13,CSI300,3912.975,3927.1744,3908.8885,3921.0017,9014206800.0
2017-10-16,CSI300,3926.2754,3947.4239,3913.3224,3913.4462,12135503300.0
2017-10-17,CSI300,3910.7894,3924.6141,3900.4758,3913.0688,8224122700.0
2017-10-18,CSI300,3914.8152,3944.4106,3914.8152,3944.1626,10096984100.0
2017-10-19,CSI300,3940.5831,3944.0349,3923.6455,3931.2495,10652725200.0
2017-10-20,CSI300,3918.5265,3928.9607,3910.1974,3926.8520000000003,7298018000.0
2017-10-23,CSI300,3930.8914,3936.2729,3920.6562,3930.7981,8148498000.0
2017-10-24,CSI300,3926.2299,3959.4951,3922.0288,3959.3953,9305815400.0
2017-10-25,CSI300,3958.1669,3978.0893,3954.0011,3976.949,8820545800.0
2017-10-26,CSI300,3980.0479,4013.5988,3973.5535,3993.5752,12989546500.0
2017-10-27,CSI300,3992.5539,4024.4645,3991.3540000000003,4021.9676,12667284600.0
2017-10-30,CSI300,4022.1641,4033.3394,3960.2698,4009.7218,15738760300.0
2017-10-31,CSI300,3995.3935,4009.2828,3983.2565,4006.7179,10917877900.0
2017-11-01,CSI300,4007.9116,4032.4581,3991.3235,3996.6221,13041738000.0
2017-11-02,CSI300,3994.0946,3999.2262,3971.3761,3997.1343,12610057900.0
2017-11-03,CSI300,3992.3496,3999.3373,3963.0263,3992.6979,12940443900.0
2017-11-06,CSI300,3989.1824,4021.6382,3975.4069,4020.8896,12208115900.0
2017-11-07,CSI300,4022.4018,4064.2178,4021.3639,4054.2465,15211666300.0
2017-11-08,CSI300,4051.4935,4089.1457,4040.5772,4048.0057,15082771900.0
2017-11-09,CSI300,4043.0663,4076.6102,4038.4004,4075.8998,12105633500.0
2017-11-10,CSI300,4070.2763,4116.7142,4067.657,4111.9112,14181716500.0
2017-11-13,CSI300,4115.5507,4137.6455,4115.5507,4128.0733,15144630900.0
2017-11-14,CSI300,4129.2736,4133.5462,4086.8903,4099.351,14323693600.0
2017-11-15,CSI300,4084.2131,4102.8071,4055.7167,4073.6696,12063569600.0
2017-11-16,CSI300,4063.4943,4107.617,4062.2734,4105.0122,12138441400.0
2017-11-17,CSI300,4094.0787,4122.3756,4081.3723,4120.8508,19178411900.0
2017-11-20,CSI300,4093.7340000000004,4144.5144,4060.9636,4143.8334,13744725800.0
2017-11-21,CSI300,4131.8482,4220.2636,4129.9783,4217.7015,18035082100.0
2017-11-22,CSI300,4228.3721,4260.6395,4191.145,4227.5666,18647700300.0
2017-11-23,CSI300,4213.3781,4214.1895,4086.9018,4102.3966,17814722800.0
2017-11-24,CSI300,4089.4723,4116.5942,4057.4894,4104.2034,13085804000.0
2017-11-27,CSI300,4088.9318,4088.9318,4037.1457,4049.9475,14345526800.0
2017-11-28,CSI300,4034.2057,4056.4753,4010.2955,4055.8235,10205809500.0
2017-11-29,CSI300,4061.3545,4069.2418,4004.687,4053.7529,12455364200.0
2017-11-30,CSI300,4034.0091,4052.797,3988.0018,4006.0993,10798334500.0
2017-12-01,CSI300,4003.5604,4027.1064,3984.3776,3998.1365,9738691300.0
2017-12-04,CSI300,3989.0466,4032.9859,3982.3182,4018.8571,10264721900.0
2017-12-05,CSI300,4007.9361,4045.9331,4006.5432,4040.1704,15408707600.0
2017-12-06,CSI300,4027.1231,4031.7533,3964.8087,4015.8211,10928620500.0
2017-12-07,CSI300,4003.5826,4017.9465,3955.9939,3971.0569,9025404500.0
2017-12-08,CSI300,3962.8288,4014.1387,3955.44,4003.3792,8928286100.0
2017-12-11,CSI300,4006.8784,4069.4997,4005.2687,4069.4997,9714894600.0
2017-12-12,CSI300,4068.5053,4070.1503,4015.4546,4016.0163,8433871800.0
2017-12-13,CSI300,4013.8319,4052.6878,4004.7436,4050.0927,7754613100.0
2017-12-14,CSI300,4050.9028,4057.6245,4013.8546,4026.1516,8076886200.0
2017-12-15,CSI300,4018.7313,4020.2668,3974.9277,3980.8558,8904438900.0
2017-12-18,CSI300,3983.2965,4008.0688,3967.9343,3985.2914,7785337500.0
2017-12-19,CSI300,3985.8233,4035.6296,3985.8233,4035.3294,7752898500.0
2017-12-20,CSI300,4036.0190000000002,4044.8485,4015.6285,4030.4898,9060450300.0
2017-12-21,CSI300,4023.0759999999996,4080.781,4014.6526,4067.8485,9683608900.0
2017-12-22,CSI300,4064.9131,4076.8028,4048.4913,4054.5984,7347368400.0
2017-12-25,CSI300,4057.4173,4086.9342,4026.4496,4041.5401,9192696200.0
2017-12-26,CSI300,4040.6173,4056.8554,4015.2996,4053.6224,9111879000.0
2017-12-27,CSI300,4045.2793,4047.7366,3986.7385,3991.2075,10515357700.0
2017-12-28,CSI300,3992.9970000000003,4036.6975,3980.2358,4018.8974,11854288600.0
2017-12-29,CSI300,4022.8826,4043.14,4012.8749,4030.8549,9048668300.0
2018-01-02,CSI300,4045.2086,4087.7789,4045.2086,4087.4012,14693543500.0
2018-01-03,CSI300,4091.4607,4140.0543,4088.7302,4111.3925,15185221800.0
2018-01-04,CSI300,4114.1213,4137.642,4105.8858,4128.8119,13454379400.0
2018-01-05,CSI300,4133.3439,4151.2818,4123.2817,4138.7505,14900987200.0
2018-01-08,CSI300,4140.8545,4166.3182,4127.3081,4160.1595,17387766600.0
2018-01-09,CSI300,4157.5394,4191.2843,4153.5021,4189.2977,13903429400.0
2018-01-10,CSI300,4187.2044,4211.0549,4175.1355,4207.8132,15112166600.0
2018-01-11,CSI300,4197.1136,4211.799,4181.9572,4205.5863,12157853900.0
2018-01-12,CSI300,4205.1444,4227.3923,4199.0251,4225.001,11135479400.0
2018-01-15,CSI300,4229.8357,4262.9314,4216.3585,4225.2393,17090789700.0
2018-01-16,CSI300,4215.6247,4260.2118,4213.1275,4258.473,16149496300.0
2018-01-17,CSI300,4261.7833,4283.3449,4230.5367,4248.1164,21431103200.0
2018-01-18,CSI300,4259.375,4292.6372,4246.684,4271.4168,17203284600.0
2018-01-19,CSI300,4281.9371,4316.5714,4269.6167,4285.395,20949057000.0
2018-01-22,CSI300,4276.4811,4338.4832,4275.8977,4336.5974,17464319500.0
2018-01-23,CSI300,4346.8885,4383.5722,4346.7925,4382.6129,20186758500.0
2018-01-24,CSI300,4389.4547,4397.8196,4349.0865,4389.8853,21981888900.0
2018-01-25,CSI300,4381.9768,4392.1963,4336.2386,4365.0794,19537495000.0
2018-01-26,CSI300,4352.2211,4403.3375,4351.4871,4381.2996,17722723700.0
2018-01-29,CSI300,4387.0577,4395.9053,4287.1124,4302.0181,19110035400.0
2018-01-30,CSI300,4286.6834,4308.5115,4251.5706,4256.1021,13903473000.0
2018-01-31,CSI300,4234.1101,4287.8576,4232.7727,4275.8986,14521016400.0
2018-02-01,CSI300,4276.3425,4287.3888,4214.2909,4245.8978,19000293400.0
2018-02-02,CSI300,4213.9386,4271.7647,4181.7793,4271.2326,14606682700.0
2018-02-05,CSI300,4204.458,4274.1464,4200.1409,4274.1464,16134779900.0
2018-02-06,CSI300,4182.3257,4211.5234,4131.5562,4148.8856,21491045000.0
2018-02-07,CSI300,4205.7365,4212.5677,4048.4228,4050.4972,20312749300.0
2018-02-08,CSI300,4022.8802,4071.6653,3974.6779,4012.0472,15926998500.0
2018-02-09,CSI300,3896.1691,3911.2917,3759.1463,3840.6527,20634982800.0
2018-02-12,CSI300,3846.2671,3907.843,3828.0697,3890.1046,11618263700.0
2018-02-13,CSI300,3925.5955,3986.9807,3925.5955,3935.6324,11256588500.0
2018-02-14,CSI300,3945.0943,3971.4041,3923.1267,3966.9614,7108133800.0
2018-02-22,CSI300,4020.9731,4058.7878,4009.9202,4052.7332,10581157100.0
2018-02-23,CSI300,4061.7545,4085.2008,4035.2319,4071.0889,9945874600.0
2018-02-26,CSI300,4093.3988,4128.7435,4048.9834,4118.4186,13788100100.0
2018-02-27,CSI300,4120.8712,4120.8712,4051.8054,4058.9806,12593447000.0
2018-02-28,CSI300,4016.7911,4051.7124,3991.7063,4023.6415,10934359300.0
2018-03-01,CSI300,3994.8686,4061.0328,3986.8947,4049.0863,11019985200.0
2018-03-02,CSI300,4014.9509999999996,4044.4183,4006.9435,4016.461,9616500000.0
2018-03-05,CSI300,4021.6575,4042.8346,3995.8715,4018.097,8795254800.0
2018-03-06,CSI300,4034.9854,4067.5525,3998.9317,4066.5647,13876244400.0
2018-03-07,CSI300,4063.5028,4089.6964,4027.9363,4036.6536,10695242600.0
2018-03-08,CSI300,4038.9527,4078.2263,4029.7144,4077.6001,9115581000.0
2018-03-09,CSI300,4088.0704,4110.6738,4076.4537,4108.8652,11370180800.0
2018-03-12,CSI300,4130.7082,4139.5259,4112.7658,4127.6662,14090673900.0
2018-03-13,CSI300,4124.3312,4130.2829,4087.5629,4091.2533,11176643000.0
2018-03-14,CSI300,4076.0626,4089.0942,4066.4896,4073.3447,9901340900.0
2018-03-15,CSI300,4058.7058,4098.989000000001,4058.7058,4096.1627,8816115600.0
2018-03-16,CSI300,4096.8857,4110.0451,4055.822,4056.4226,8489618800.0
2018-03-19,CSI300,4054.6167,4074.518,4033.5216,4074.2479,8150288200.0
2018-03-20,CSI300,4045.7428,4080.1925,4040.308,4077.7041,8060528000.0
2018-03-21,CSI300,4097.0243,4110.1158,4046.2408,4061.0502,9760948800.0
2018-03-22,CSI300,4062.0668,4072.3771,4003.721,4020.349,8909525900.0
2018-03-23,CSI300,3896.7359,3928.5114,3834.9373,3904.9355,18008044900.0
2018-03-26,CSI300,3862.6948,3883.901,3829.9155,3879.893,11513912800.0
2018-03-27,CSI300,3927.492,3936.778,3881.8726,3913.2689,11370071100.0
2018-03-28,CSI300,3865.0454,3907.2811,3835.8825,3842.7155,10149490800.0
2018-03-29,CSI300,3854.5914,3913.9578,3794.2617,3894.0498,11662906600.0
2018-03-30,CSI300,3893.7468,3915.3473,3879.2128,3898.4977,9751227000.0
2018-04-02,CSI300,3897.0052,3937.0183,3882.8856,3886.9189,11124266600.0
2018-04-03,CSI300,3850.1546,3878.1504,3839.9333,3862.4796,9513736900.0
2018-04-04,CSI300,3873.6267,3898.6126,3852.4958,3854.8625,8873060900.0
2018-04-09,CSI300,3851.9548,3870.6736,3827.4133,3852.9292,8410546200.0
2018-04-10,CSI300,3860.7225,3927.4247,3851.7957,3927.1729,10617372200.0
2018-04-11,CSI300,3934.1698,3958.7071,3924.9603,3938.3434,11193302100.0
2018-04-12,CSI300,3935.673,3937.7837,3896.1789,3898.6354,8269949000.0
2018-04-13,CSI300,3920.7375,3929.952,3866.186,3871.1443,7154420300.0
2018-04-16,CSI300,3862.4738,3869.156,3789.6121,3808.863,9921777000.0
2018-04-17,CSI300,3812.8746,3822.6264,3745.4442,3748.6412,9061079000.0
2018-04-18,CSI300,3785.3059,3789.6591,3708.1068,3766.282,10667670600.0
2018-04-19,CSI300,3774.784,3824.0321,3767.7974,3811.843,9905406000.0
2018-04-20,CSI300,3801.2075,3815.444,3750.1033,3760.8543,9928292500.0
2018-04-23,CSI300,3754.6896,3787.3951,3735.1842,3766.3257,9035629100.0
2018-04-24,CSI300,3769.8787,3854.4292,3769.8787,3843.4886,11421952500.0
2018-04-25,CSI300,3824.5929,3838.6921,3817.032,3828.7015,7817261200.0
2018-04-26,CSI300,3823.3921,3828.7129,3744.8852,3755.4941,8715064100.0
2018-04-27,CSI300,3771.0369,3776.9751,3714.6444,3756.8765,8953172600.0
2018-05-02,CSI300,3769.9251,3787.3025,3744.5475,3763.6461,8330103500.0
2018-05-03,CSI300,3756.1657,3797.5269,3732.3718,3793.0001,9396111800.0
2018-05-04,CSI300,3784.3161,3801.5243,3770.9389,3774.5981,7155428800.0
2018-05-07,CSI300,3782.5404,3834.5872,3776.0296,3834.1877,8728619500.0
2018-05-08,CSI300,3834.6141,3892.0732,3833.729,3878.6767,9421515700.0
2018-05-09,CSI300,3876.1296,3878.9382,3855.7392,3871.6152,6671296600.0
2018-05-10,CSI300,3882.8357,3894.4902,3867.3084,3893.0565,7066780900.0
2018-05-11,CSI300,3902.1481,3903.3378,3871.9523,3872.8383,7335660400.0
2018-05-14,CSI300,3886.8736,3919.2999,3886.8736,3909.2933,8197599900.0
2018-05-15,CSI300,3920.1395,3924.3427,3892.9198,3924.0975,7604955500.0
2018-05-16,CSI300,3909.8183,3923.3433,3889.1877,3892.8442,7191364600.0
2018-05-17,CSI300,3895.4895,3899.5137,3858.8525,3864.0507,5903012300.0
2018-05-18,CSI300,3860.1644,3903.0637,3841.896,3903.0637,7261395600.0
2018-05-21,CSI300,3925.5394,3937.4607,3913.6046,3921.2421,9264173700.0
2018-05-22,CSI300,3918.8153,3918.8153,3881.169,3906.2081,7536877800.0
2018-05-23,CSI300,3898.2683,3898.2683,3854.5825,3854.5825,8372231900.0
2018-05-24,CSI300,3853.2916,3859.1034,3823.9235,3827.217,6834502200.0
2018-05-25,CSI300,3823.7448,3841.1244,3804.1349,3816.498,7083638600.0
2018-05-28,CSI300,3816.2649,3846.5525,3799.3207,3833.2599,7152113200.0
2018-05-29,CSI300,3824.1909,3841.7794,3800.6749,3804.0093,8155266200.0
2018-05-30,CSI300,3755.1764,3767.8872,3722.0719,3723.3724,8791328500.0
2018-05-31,CSI300,3749.2954,3804.7919,3742.5287,3802.3759,9266689400.0
2018-06-01,CSI300,3789.6716,3802.5366,3753.8395,3770.5891,7782181300.0
2018-06-04,CSI300,3785.1869,3813.4065,3776.6185,3807.5781,7662434100.0
2018-06-05,CSI300,3811.2852,3845.5648,3800.9256,3845.3164,7868736000.0
2018-06-06,CSI300,3839.683,3848.3295,3830.8956,3837.3511,7311723700.0
2018-06-07,CSI300,3846.9367,3859.8476,3827.6874,3831.0128,8025614700.0
2018-06-08,CSI300,3819.4477,3819.4607,3759.2717,3779.6159,8333733500.0
2018-06-11,CSI300,3770.208,3792.548,3756.5148,3779.9818,6870983400.0
2018-06-12,CSI300,3783.1858,3830.471,3765.2644,3825.9534,7320624400.0
2018-06-13,CSI300,3814.6174,3817.4528,3782.0728,3788.3391,6637797000.0
2018-06-14,CSI300,3774.6396,3808.1616,3759.2484,3773.3655,6847132200.0
2018-06-15,CSI300,3763.0405,3780.3368,3737.4282,3753.4338,8548889300.0
2018-06-19,CSI300,3702.6681,3712.8162,3583.0208,3621.1166,16070654200.0
2018-06-20,CSI300,3602.5512,3649.3359,3578.1743,3635.4436,8671809800.0
2018-06-21,CSI300,3633.5558,3673.5625,3589.4899,3592.965,9390855200.0
2018-06-22,CSI300,3567.8939,3609.0751,3542.4564,3608.9046,7511786400.0
2018-06-25,CSI300,3625.7984,3631.0253,3559.0343,3560.4777,7987707800.0
2018-06-26,CSI300,3521.5876,3541.782,3478.2134,3531.1112,8498526900.0
2018-06-27,CSI300,3525.1323,3537.6569,3441.785,3459.2621,8149181700.0
2018-06-28,CSI300,3434.9441,3477.0565,3416.9476,3423.5255,7591805100.0
2018-06-29,CSI300,3431.9619,3512.3834,3425.2159,3510.9845,7725703100.0
2018-07-02,CSI300,3504.4571,3506.8996,3383.5006,3407.9638,8435144900.0
2018-07-03,CSI300,3410.4767,3422.0398,3319.2889,3409.2801,9527869300.0
2018-07-04,CSI300,3398.7788,3418.3311,3359.0861,3363.7473,7515799700.0
2018-07-05,CSI300,3365.5547,3398.4852,3330.7113,3342.4379,8158798100.0
2018-07-06,CSI300,3347.0624,3396.2458,3295.7296,3365.1227,8609757900.0
2018-07-09,CSI300,3378.9056,3459.3153,3378.9056,3459.1837,7660154500.0
2018-07-10,CSI300,3464.9064,3474.1396,3437.2706,3467.5155,6954882300.0
2018-07-11,CSI300,3398.9265,3427.5705,3375.1441,3407.5297,7204095000.0
2018-07-12,CSI300,3403.3302,3499.097,3403.3302,3481.0559,9635356400.0
2018-07-13,CSI300,3488.4966,3499.7643,3474.9123,3492.6897,7295589700.0
2018-07-16,CSI300,3488.967,3506.2355,3459.7312,3472.0859,6828199900.0
2018-07-17,CSI300,3466.4236,3467.1852,3420.9714,3449.3773,6198307600.0
2018-07-18,CSI300,3456.6065,3479.2635,3430.1563,3431.3227,6653033000.0
2018-07-19,CSI300,3444.8032,3466.5056,3417.9627,3428.343,6847771600.0
2018-07-20,CSI300,3426.4558,3505.928,3398.9532,3492.8938,10198472700.0
2018-07-23,CSI300,3471.8555,3527.5335,3464.6475,3525.7503,11903662700.0
2018-07-24,CSI300,3530.6641,3596.5128,3530.6641,3581.7057,15691243500.0
2018-07-25,CSI300,3589.5055,3589.9841,3566.314000000001,3577.7522,9675850100.0
2018-07-26,CSI300,3583.3173,3593.9227,3528.6442,3536.2456,9034964100.0
2018-07-27,CSI300,3533.7714,3545.4058,3512.7034,3521.2269,7017810400.0
2018-07-30,CSI300,3520.8538,3550.902,3489.5494,3515.0794,8211699500.0
2018-07-31,CSI300,3510.4744,3528.1540000000005,3493.1545,3517.6568,6798081700.0
2018-08-01,CSI300,3530.0298,3543.606,3446.7765,3447.3882,9034861700.0
2018-08-02,CSI300,3434.3516,3434.3516,3322.0959999999995,3370.9579,10130872700.0
2018-08-03,CSI300,3366.6637,3381.3417,3315.2008,3315.2839,7079691000.0
2018-08-06,CSI300,3312.8153,3344.246,3257.6856,3273.2728,7797508300.0
2018-08-07,CSI300,3284.9785,3368.962,3263.4986,3368.8695,9178391600.0
2018-08-08,CSI300,3362.1485,3368.1602,3311.7694,3314.5075,7928486500.0
2018-08-09,CSI300,3303.4765,3408.3911,3299.6157,3397.5298,9195757200.0
2018-08-10,CSI300,3398.4139,3424.0411,3380.5731,3405.0191,6896729900.0
2018-08-13,CSI300,3369.9812,3396.1883,3336.6956,3390.3441,7619153200.0
2018-08-14,CSI300,3386.4832,3391.729000000001,3356.6142,3372.9137,6065144600.0
2018-08-15,CSI300,3371.959000000001,3372.1369,3288.7088,3291.976,6817405500.0
2018-08-16,CSI300,3251.8556,3315.2031,3231.5561,3276.7276,7654736600.0
2018-08-17,CSI300,3305.8954,3311.5729,3224.0999,3229.6198,6739541300.0
2018-08-20,CSI300,3238.215,3267.2498,3209.0115,3267.2498,7090422800.0
2018-08-21,CSI300,3271.8402,3331.7077,3270.0302,3326.6489,7520558300.0
2018-08-22,CSI300,3328.9693,3328.9693,3299.3938,3307.9545,5078705700.0
2018-08-23,CSI300,3308.4589,3336.1123,3285.8141,3320.0257,6111233400.0
2018-08-24,CSI300,3308.4778,3353.0445,3291.8654,3325.3347,6376589700.0
2018-08-27,CSI300,3339.3894,3406.5735,3339.2646,3406.5735,9427008200.0
2018-08-28,CSI300,3408.1502,3416.5929,3388.8143,3400.1705,7544536300.0
2018-08-29,CSI300,3393.0527,3398.7139,3377.1231,3386.5736,6702040400.0
2018-08-30,CSI300,3385.8052,3402.5626,3349.4688,3351.0942,6838529000.0
2018-08-31,CSI300,3333.3801,3356.5757,3310.8726,3334.5036,7620563000.0
2018-09-03,CSI300,3320.6898,3325.607,3291.7842,3321.8248,6642985500.0
2018-09-04,CSI300,3324.186,3370.963,3307.9585,3363.8984,6708880700.0
2018-09-05,CSI300,3349.6983,3354.1991,3298.1412,3298.1412,6430188800.0
2018-09-06,CSI300,3286.6645,3311.4973,3253.7552,3262.8808,6230028800.0
2018-09-07,CSI300,3273.8906,3316.6149,3253.725,3277.6438,6394740800.0
2018-09-10,CSI300,3271.3818,3277.884,3227.8481,3230.0681,6381705100.0
2018-09-11,CSI300,3229.7052,3245.617,3209.1121,3224.2116,5849130500.0
2018-09-12,CSI300,3216.9911,3225.6014,3194.9785,3202.0248,5462789900.0
2018-09-13,CSI300,3239.6852,3249.593,3191.3975,3236.5662,6729032700.0
2018-09-14,CSI300,3242.8307,3254.1043,3227.9439,3242.0902,6013064000.0
2018-09-17,CSI300,3224.9267,3230.7878,3200.5096,3204.9224,5225954700.0
2018-09-18,CSI300,3193.6423,3270.107,3193.6423,3269.4319,7042503500.0
2018-09-19,CSI300,3261.997000000001,3335.9913,3258.3097,3312.4823,8917066600.0
2018-09-20,CSI300,3314.8758,3332.3093,3303.073,3310.1258,6456105700.0
2018-09-21,CSI300,3320.6958,3410.4856,3307.767000000001,3410.4856,10841600500.0
2018-09-25,CSI300,3375.9717,3394.3771,3367.0253,3379.8043,6905469300.0
2018-09-26,CSI300,3388.5576,3448.2595,3383.2352,3417.2413,9317334300.0
2018-09-27,CSI300,3415.9532,3423.71,3394.732,3403.5902,6976524100.0
2018-09-28,CSI300,3409.9598,3444.9884,3404.6973,3438.8649,8437775600.0
2018-10-08,CSI300,3361.5594,3364.4641,3285.253,3290.8988,9788898900.0
2018-10-09,CSI300,3290.1705,3309.7978,3276.1322,3288.6906,6672327400.0
2018-10-10,CSI300,3295.4288,3315.7309999999998,3256.5815,3281.5978,6449282800.0
2018-10-11,CSI300,3179.5408,3209.5202,3099.0402,3124.1139,12094134200.0
2018-10-12,CSI300,3123.3715,3184.122000000001,3094.9657,3170.7262,9861115100.0
2018-10-15,CSI300,3173.8467,3183.1297,3120.2306,3126.4516,6960502300.0
2018-10-16,CSI300,3128.5764,3166.0918,3089.3668,3100.9738,6888772100.0
2018-10-17,CSI300,3140.6838,3149.1344,3062.554,3118.2463,7683713800.0
2018-10-18,CSI300,3097.7903,3097.7903,3043.3817,3044.3918,7377196800.0
2018-10-19,CSI300,3017.7488,3137.7475,3009.4983,3134.9455,9883968800.0
2018-10-22,CSI300,3159.5614,3297.3803,3159.5614,3270.2732,14586204500.0
2018-10-23,CSI300,3273.1271,3276.0205,3163.5704,3183.4257,12101324100.0
2018-10-24,CSI300,3169.4571,3245.3971,3164.2929999999997,3188.2018,11090974400.0
2018-10-25,CSI300,3107.8402,3197.3212,3099.8887,3194.3084,10695181700.0
2018-10-26,CSI300,3204.2845,3218.1021,3151.9244,3173.635,10129935400.0
2018-10-29,CSI300,3157.4879,3158.8114,3062.5803,3076.8889,9183978900.0
2018-10-30,CSI300,3061.93,3146.6276,3050.7709,3110.2605,11607010100.0
2018-10-31,CSI300,3116.6582,3168.9187,3106.0279,3153.8234,11120745500.0
2018-11-01,CSI300,3185.202,3217.8034,3173.0992,3177.0338,13265337900.0
2018-11-02,CSI300,3258.6093,3290.2455,3222.4354,3290.2455,15346610400.0
2018-11-05,CSI300,3269.4695,3279.8781,3230.3632,3262.8351,10970668300.0
2018-11-06,CSI300,3254.9778,3254.9778,3213.895,3243.1504,8386913800.0
2018-11-07,CSI300,3243.8775,3270.5003,3218.4219,3221.9101,9161552800.0
2018-11-08,CSI300,3251.7281,3253.5735,3207.7084,3212.7737,7641454000.0
2018-11-09,CSI300,3193.3039,3193.3039,3166.3106,3167.4442,8428276200.0
2018-11-12,CSI300,3160.2465,3206.5127,3152.4399,3205.1407,8806239100.0
2018-11-13,CSI300,3164.9222,3254.7684,3161.0979,3237.3823,12649346400.0
2018-11-14,CSI300,3233.6409,3239.2448,3200.2285,3204.9427,11380865900.0
2018-11-15,CSI300,3201.2814,3242.3836,3198.7814,3242.3715,9855881000.0
2018-11-16,CSI300,3242.8790000000013,3282.39,3223.7215,3257.6735,12687683500.0
2018-11-19,CSI300,3258.7919,3294.6031,3251.0665,3294.6031,11595659500.0
2018-11-20,CSI300,3268.0768,3278.7845,3213.6833,3218.4076,10936115400.0
2018-11-21,CSI300,3187.1025,3230.2578,3185.2393,3226.4918,8411972600.0
2018-11-22,CSI300,3232.9731,3235.4524,3199.6981,3214.4273,6509829100.0
2018-11-23,CSI300,3208.593,3212.1952,3139.3857,3143.4752,8463825500.0
2018-11-26,CSI300,3148.6721,3169.4418,3131.636,3141.2434,5937914000.0
2018-11-27,CSI300,3152.7743,3162.0121,3126.289,3137.2413,5540783200.0
2018-11-28,CSI300,3137.7477,3179.4108,3126.6179,3178.9326,7488195500.0
2018-11-29,CSI300,3198.8259,3204.8565,3137.6542,3137.6542,8049846600.0
2018-11-30,CSI300,3136.1962,3175.1540000000005,3132.423,3172.69,7092104400.0
2018-12-03,CSI300,3260.6862,3273.6397,3228.3611,3260.9502,12148715700.0
2018-12-04,CSI300,3256.2282,3267.94,3243.6951,3267.7095,7941503900.0
2018-12-05,CSI300,3224.2556,3266.9039,3219.9785,3252.0041,7615305200.0
2018-12-06,CSI300,3218.113,3223.5219,3179.8948,3181.673,7632877100.0
2018-12-07,CSI300,3187.4919,3193.8191,3176.7061,3181.5646,5336192400.0
2018-12-10,CSI300,3153.5228,3170.1523,3134.3845,3144.7631,6343727300.0
2018-12-11,CSI300,3148.2256,3161.9557,3143.6072,3159.8158,5322387700.0
2018-12-12,CSI300,3181.566,3182.2107,3160.2784,3170.6092,5330991400.0
2018-12-13,CSI300,3178.8909999999996,3234.0817,3169.4234,3219.6924,9044275500.0
2018-12-14,CSI300,3207.3481,3210.7221,3165.9109,3165.9109,8430125000.0
2018-12-17,CSI300,3158.2844,3167.5125,3134.3653,3161.1966,6649700700.0
